name,country,sports,age,gender,philosophy,ambition,hero,philosophy_lemma,ambition_lemma,hero_list
GROMOV Pavel,RPC, Canoe Sprint,44,Male,none,none,none,['none'],['none'],['none']
GROOT Caroline,Netherlands, Cycling Track,24,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
GROSS Barbara,Germany, Wheelchair Basketball,27,Female,Keep going.,none,none,"['keep', 'go', '.']",['none'],['none']
GROULX William,United States of America, Cycling Road,47,Male,Never quit.,To compete at the 2020 Paralympic Games in Tokyo.,US wheelchair rugby player Cliff Chunn.,"['never', 'quit', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['US wheelchair rugby player Cliff Chunn']
GRUDZIEN Piotr,Poland, Table Tennis,29,Male,none,To win gold at the 2020 Paralympic Games in Tokyo.,Swedish table tennis player Jan-Ove Waldner.,['none'],"['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Swedish table tennis player Jan-Ove Waldner']
GU Haiyan,People's Republic of China, Wheelchair Fencing,21,Female,Fencing opened a window in my life which gave me the courage to face society.,To win a gold medal at the 2020 Paralympic Games in Tokyo.,none,"['fence', 'open', 'a', 'window', 'in', '-PRON-', 'life', 'which', 'give', '-PRON-', 'the', 'courage', 'to', 'face', 'society', '.']","['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
GU Xiaodan,People's Republic of China, Table Tennis,22,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
GU Xiaofei,People's Republic of China, Powerlifting,32,Male,There are no regrets once you've paid your dues.,To win gold at the 2020 Paralympic Games in Tokyo.,Chinese powerlifter Zhang Haidong.,"['there', 'be', 'no', 'regret', 'once', '-PRON-', 'have', 'pay', '-PRON-', 'due', '.']","['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Chinese powerlifter Zhang Haidong']
GUARNIERI MANARA Luiz Filipe,Brazil, Table Tennis,29,Male,"There are a lot of factors at the Paralympic Games, based on the experience that I had at the 2016 Games in Rio de Janeiro. The first of all is to get a little luck in the draw. I believe that due to what's at stake at the Paralympic Games, it is more of an even contest. In Rio I felt that even facing stronger players, I was capable of winning.",none,none,"['there', 'be', 'a', 'lot', 'of', 'factor', 'at', 'the', 'Paralympic', 'Games', ',', 'base', 'on', 'the', 'experience', 'that', '-PRON-', 'have', 'at', 'the', '2016', 'Games', 'in', 'Rio', 'de', 'Janeiro', '.', 'the', 'first', 'of', 'all', 'be', 'to', 'get', 'a', 'little', 'luck', 'in', 'the', 'draw', '.', '-PRON-', 'believe', 'that', 'due', 'to', 'what', 'be', 'at', 'stake', 'at', 'the', 'Paralympic', 'Games', ',', '-PRON-', 'be', 'more', 'of', 'an', 'even', 'contest', '.', 'in', 'Rio', '-PRON-', 'feel', 'that', 'even', 'face', 'strong', 'player', ',', '-PRON-', 'be', 'capable', 'of', 'win', '.']",['none'],['none']
GUEDOUN Nabil,Algeria, Wheelchair Basketball,44,Male,Never give up.,none,US wheelchair basketball player Trevon Jenifer.,"['never', 'give', 'up', '.']",['none'],['US wheelchair basketball player Trevon Jenifer']
GUENICHI Yassine,Tunisia, Athletics,26,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
GUENTNER Matthias,Germany, Wheelchair Basketball,22,Male,none,none,none,['none'],['none'],['none']
GUERIOUA Samira,Algeria, Powerlifting,37,Female,none,none,none,['none'],['none'],['none']
GUERRA Paulo,Brazil, Athletics,29,Male,none,none,none,['none'],['none'],['none']
GUERRERO CAZARES Rosa Maria,Mexico, Athletics,36,Female,none,To win a medal at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
GUILLEN Rosbil,Peru, Athletics,29,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,Peruvian footballer Edison Flores.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Peruvian footballer Edison Flores']
GUIRENKO Veronika,Israel, Swimming,23,Female,none,To win a medal at the 2020 Paralympic Games in Tokyo.,Israeli Para swimmer Inbal Pezaro.,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Israeli Para swimmer Inbal Pezaro']
GUISSO FIORESE Luiza,Brazil, Sitting Volleyball,24,Female,none,none,none,['none'],['none'],['none']
GUISSONE Jovane,Brazil, Wheelchair Fencing,38,Male,none,To win a medal at the 2020 Paralympic Games in Tokyo.,Wheelchair fencing coach Linio Eduardo.,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Wheelchair fencing coach Linio Eduardo']
GUISSOU Kouilibi Victorine,Burkina Faso, Athletics,35,Female,none,none,none,['none'],['none'],['none']
GUITY GUITY Sherman Isidro,Costa Rica, Athletics,24,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,Jamaican sprinter Usain Bolt.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Jamaican sprinter Usain Bolt']
GULEM Volkan,Turkey, Wheelchair Basketball,23,Male,none,none,none,['none'],['none'],['none']
GULER Fatma Gul,Turkey, Goalball,17,Female,none,none,none,['none'],['none'],['none']
GUMUS Ferit,Turkey, Wheelchair Basketball,40,Male,Never give up.,none,none,"['never', 'give', 'up', '.']",['none'],['none']
GUNAYDIN Mucahit,Turkey, Wheelchair Basketball,22,Male,none,none,none,['none'],['none'],['none']
GUNDOGDU Ekrem,Turkey, Goalball,30,Male,none,none,none,['none'],['none'],['none']
GUNDOGDU Fikri,Turkey, Wheelchair Basketball,36,Male,none,none,none,['none'],['none'],['none']
GUNNARSSON Mar,Iceland, Swimming,21,Male,Swim faster.,To compete at the 2020 Paralympic Games in Tokyo.,His father.,"['Swim', 'faster', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['His father']
GUO Lingling,People's Republic of China, Powerlifting,32,Female,A strong mentality and courage are the most important things in powerlifting.,To set a world record at the 2020 Paralympic Games in Tokyo.,Chinese Para powerlifter Shi Shanshan.,"['a', 'strong', 'mentality', 'and', 'courage', 'be', 'the', 'most', 'important', 'thing', 'in', 'powerlifting', '.']","['to', 'set', 'a', 'world', 'record', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Chinese Para powerlifter Shi Shanshan']
GUO Xingyuan,People's Republic of China, Table Tennis,32,Male,Never give up!,"To win gold at the 2021 National Games for Persons with Disabilities in Shaanxi Province, People's Republic of China.",none,"['never', 'give', 'up', '!']","['to', 'win', 'gold', 'at', 'the', '2021', 'National', 'Games', 'for', 'Persons', 'with', 'Disabilities', 'in', 'Shaanxi', 'Province', ',', 'People', ""'s"", 'Republic', 'of', 'China', '.']",['none']
GURBULAK Ozgur,Turkey, Wheelchair Basketball,40,Male,Never give up.,none,Turkish wheelchair basketball player Ali Asker Turan.,"['never', 'give', 'up', '.']",['none'],['Turkish wheelchair basketball player Ali Asker Turan']
GURDAL Gamze,Turkey, Taekwondo,26,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
GUREEVA Tatiana,RPC, Badminton,30,Female,none,none,none,['none'],['none'],['none']
GURISATTI Gyula,Hungary, Shooting,55,Male,none,"To reach the final of the SH1 10m air pistol, mixed 25m pistol and mixed 50m pistol events at the 2020 Paralympic Games in Tokyo.",His father.,['none'],"['to', 'reach', 'the', 'final', 'of', 'the', 'SH1', '10', 'm', 'air', 'pistol', ',', 'mix', '25', 'm', 'pistol', 'and', 'mix', '50', 'm', 'pistol', 'event', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['His father']
GURJAR Sundar Singh,India, Athletics,25,Male,"Dream big, work hard.",To win a gold medal at the 2020 Paralympic Games in Tokyo.,none,"['dream', 'big', ',', 'work', 'hard', '.']","['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
GUSTAFSSON Hakan,Sweden, Shooting,41,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
GUSTIN Bonnie Bunyau,Malaysia, Powerlifting,22,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,"Italian motorcycle racer Valentino Rossi, Iranian Para powerlifter Siamand Rahman.",['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['Italian motorcycle racer Valentino Rossi', 'Iranian Para powerlifter Siamand Rahman']"
GUTIERREZ BERMUDEZ Juan Jose,Mexico, Swimming,20,Male,The one that is defeated is the one who gives up.,To compete at the 2020 Paralympic Games in Tokyo.,none,"['the', 'one', 'that', 'be', 'defeat', 'be', 'the', 'one', 'who', 'give', 'up', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
GUTIERREZ BERMUDEZ Raul,Mexico, Swimming,21,Male,Fight for your dreams and never give up.,none,Cuban Para swimmer Lorenzo Perez Escalona.,"['fight', 'for', '-PRON-', 'dream', 'and', 'never', 'give', 'up', '.']",['none'],['Cuban Para swimmer Lorenzo Perez Escalona']
GUTIERREZ LEON Pedro,Spain, Football 5-a-side,35,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
GUTNIK Mikhail,RPC, Boccia,37,Male,none,To win a gold medal at the Paralympic Games.,none,['none'],"['to', 'win', 'a', 'gold', 'medal', 'at', 'the', 'Paralympic', 'Games', '.']",['none']
GYELTSHEN Gyeltshen,Bhutan, Athletics,28,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,Iraqi Para athlete Ahmed Naas.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Iraqi Para athlete Ahmed Naas']
HAASE Camila,Costa Rica, Swimming,21,Female,"A sport must be practised with love and passion, and not as an obligation.",To compete at the 2020 Paralympic Games in Tokyo.,none,"['a', 'sport', 'must', 'be', 'practise', 'with', 'love', 'and', 'passion', ',', 'and', 'not', 'as', 'an', 'obligation', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HABSCH Roger,Belgium, Athletics,42,Male,"To learn, one must make mistakes but be aware of one's mistakes and what they can generate.",To compete at the 2020 Paralympic Games in Tokyo.,none,"['to', 'learn', ',', 'one', 'must', 'make', 'mistake', 'but', 'be', 'aware', 'of', 'one', ""'s"", 'mistake', 'and', 'what', '-PRON-', 'can', 'generate', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HABSCHEID Tom,Luxembourg, Athletics,35,Male,Never give up.,To compete at the 2020 Paralympic Games in Tokyo.,British ski jumper Eddie 'The Eagle' Edwards.,"['never', 'give', 'up', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","[""British ski jumper Eddie 'The Eagle' Edwards""]"
HADIMI Ayoub,Morocco, Football 5-a-side,22,Male,none,none,none,['none'],['none'],['none']
HAEHNLEIN Stefan,Germany, Sitting Volleyball,31,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HAENEN Chantal,Netherlands, Cycling Road,24,Female,"When I do something, I want to do it right. That was the case when I was little. I want to do it right, not do half the job.",To compete at the 2024 Paralympic Games in Paris.,none,"['when', '-PRON-', 'do', 'something', ',', '-PRON-', 'want', 'to', 'do', '-PRON-', 'right', '.', 'that', 'be', 'the', 'case', 'when', '-PRON-', 'be', 'little', '.', '-PRON-', 'want', 'to', 'do', '-PRON-', 'right', ',', 'not', 'do', 'half', 'the', 'job', '.']","['to', 'compete', 'at', 'the', '2024', 'Paralympic', 'Games', 'in', 'Paris', '.']",['none']
HAENEN Gitte,Belgium, Athletics,35,Female,"When life punches, punch back harder.",To win a medal at the 2020 Paralympic Games in Tokyo.,"Belgian wheelchair racer Peter Genyn, Belgian heptathlete Nafissatou Thiam, Belgian boxer Delfine Persoon.","['when', 'life', 'punch', ',', 'punch', 'back', 'harder', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['Belgian wheelchair racer Peter Genyn', 'Belgian heptathlete Nafissatou Thiam', 'Belgian boxer Delfine Persoon']"
HAEUSLER Nicole,Switzerland, Shooting,42,Female,"Don't dream your life, live your dream.",To compete at the 2020 Paralympic Games in Tokyo.,none,"['do', 'not', 'dream', '-PRON-', 'life', ',', 'live', '-PRON-', 'dream', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HAGA Masayuki,Japan, Wheelchair Rugby,36,Male,none,To win gold at the 2020 Paralympic Games in Tokyo.,Japanese wheelchair rugby player Shinichi Shimakawa.,['none'],"['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Japanese wheelchair rugby player Shinichi Shimakawa']
HAGINO Mayo,Japan, Wheelchair Basketball,28,Female,none,To win a medal at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HAGIWARA Norika,Japan, Goalball,20,Female,I will do my best in order not to leave any regrets.,To win gold at the 2020 Paralympic Games in Tokyo.,Russian goalball player Irina Arestova.,"['-PRON-', 'will', 'do', '-PRON-', 'good', 'in', 'order', 'not', 'to', 'leave', 'any', 'regret', '.']","['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Russian goalball player Irina Arestova']
HAHN Sophie,Great Britain, Athletics,24,Female,Go hard or go home.,To compete at the 2020 and 2024 Paralympic Games.,"British Para athletes Jonnie Peacock, Hannah Cockroft and Richard Whitehead, British heptathlete Jessica Ennis-Hill.","['go', 'hard', 'or', 'go', 'home', '.']","['to', 'compete', 'at', 'the', '2020', 'and', '2024', 'Paralympic', 'Games', '.']","['British Para athletes Jonnie Peacock', 'Hannah Cockroft and Richard Whitehead', 'British heptathlete Jessica Ennis-Hill']"
HAIZELDEN Joy,Great Britain, Wheelchair Basketball,22,Female,none,none,none,['none'],['none'],['none']
HAJIYEVA Shahana,Azerbaijan, Judo,21,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HAJMASI Eva Andrea,Hungary, Wheelchair Fencing,34,Female,none,"To win a medal in an individual event at the 2020 Paralympic Games in Tokyo. Outside of sport, she aspires to work in the tourism industry.",Brazilian footballer Ronaldinho.,['none'],"['to', 'win', 'a', 'medal', 'in', 'an', 'individual', 'event', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.', 'outside', 'of', 'sport', ',', '-PRON-', 'aspire', 'to', 'work', 'in', 'the', 'tourism', 'industry', '.']",['Brazilian footballer Ronaldinho']
HAKIZIMANA Parfait,Refugee Paralympic Team, Taekwondo,33,Male,"To overcome the pains I had since my childhood and my life in general, I focused my life on school and sport. I preferred to do sport because it is safety for me, and also helped me to be happy, to have joy - the joy I couldn't have during my childhood.",To compete at the 2020 Paralympic Games in Tokyo.,none,"['to', 'overcome', 'the', 'pain', '-PRON-', 'have', 'since', '-PRON-', 'childhood', 'and', '-PRON-', 'life', 'in', 'general', ',', '-PRON-', 'focus', '-PRON-', 'life', 'on', 'school', 'and', 'sport', '.', '-PRON-', 'prefer', 'to', 'do', 'sport', 'because', '-PRON-', 'be', 'safety', 'for', '-PRON-', ',', 'and', 'also', 'help', '-PRON-', 'to', 'be', 'happy', ',', 'to', 'have', 'joy', '-', 'the', 'joy', '-PRON-', 'could', 'not', 'have', 'during', '-PRON-', 'childhood', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HALABI Bashar,Israel, Swimming,25,Male,I'm humble enough to know I'm not better than anybody and wise enough to know I'm different from the rest.,To compete at the 2020 Paralympic Games in Tokyo.,none,"['-PRON-', 'be', 'humble', 'enough', 'to', 'know', '-PRON-', 'be', 'not', 'well', 'than', 'anybody', 'and', 'wise', 'enough', 'to', 'know', '-PRON-', 'be', 'different', 'from', 'the', 'rest', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
HALEVI Erel,Israel, Swimming,30,Female,"The pool and water have become my free place, the place where I can feel free, to reconnect with the changing abilities of my body. Over time water has also become a challenging, competitive place, the place where I can prove to myself every day that I am worthy and able to work hard, persevere and achieve my end goal to prove to myself that I am an athlete.",To compete at the 2020 Paralympic Games in Tokyo.,"Israeli Para swimming coach Jacob Beninson, Israeli Para swimmer Inbal Pizarro.","['the', 'pool', 'and', 'water', 'have', 'become', '-PRON-', 'free', 'place', ',', 'the', 'place', 'where', '-PRON-', 'can', 'feel', 'free', ',', 'to', 'reconnect', 'with', 'the', 'change', 'ability', 'of', '-PRON-', 'body', '.', 'over', 'time', 'water', 'have', 'also', 'become', 'a', 'challenging', ',', 'competitive', 'place', ',', 'the', 'place', 'where', '-PRON-', 'can', 'prove', 'to', '-PRON-', 'every', 'day', 'that', '-PRON-', 'be', 'worthy', 'and', 'able', 'to', 'work', 'hard', ',', 'persevere', 'and', 'achieve', '-PRON-', 'end', 'goal', 'to', 'prove', 'to', '-PRON-', 'that', '-PRON-', 'be', 'an', 'athlete', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['Israeli Para swimming coach Jacob Beninson', 'Israeli Para swimmer Inbal Pizarro']"
